Order ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,profit_margin
ES-2012-4567263,FUR-CH-10003248,253.854,6,0.1,19.674,22.41,7.750124087073671
IN-2014-18889,OFF-AP-10003800,770.3811,3,0.17,232.0011,22.41,30.115107964097255
CA-2013-113621,TEC-PH-10003931,179.97,3,0.0,44.9925,22.41,25.0
MX-2012-148054,TEC-CO-10004152,136.9368,2,0.202,-3.7832,22.41,-2.76273434168171
US-2011-149559,TEC-MA-10003390,143.264,2,0.6,-85.976,22.4,-60.012285012285005
ES-2013-4117792,TEC-MA-10002844,103.122,1,0.15,-10.938,22.4,-10.606854017571422
ES-2014-2024223,TEC-AC-10000863,647.13,11,0.0,70.95,22.4,10.963793982661908
ES-2013-4117792,OFF-AR-10002447,190.44,4,0.0,36.12,22.4,18.966603654694392
IN-2014-73048,TEC-PH-10001614,346.92,2,0.0,97.08,22.4,27.98339674852992
IN-2013-13786,FUR-CH-10004049,155.07,3,0.0,60.39,22.4,38.94370284387696
US-2014-125717,OFF-BI-10001718,76.776,4,0.7,-58.8616,22.4,-76.66666666666667
CM-2011-7200,OFF-ROG-10002132,212.1,1,0.0,80.58,22.4,37.991513437057996
MX-2013-166072,TEC-PH-10000381,275.88,3,0.0,77.22,22.4,27.990430622009573
MX-2014-139255,TEC-CO-10002523,287.96292,3,0.002,117.68292,22.4,40.86738667603454
MX-2012-114447,OFF-SU-10002402,117.9,5,0.0,55.4,22.39,46.988973706530956
IT-2014-2467233,TEC-PH-10001148,273.36,4,0.5,-87.48,22.39,-32.00175592625109
IN-2012-71088,OFF-AR-10003582,225.33,7,0.0,11.13,22.39,4.9394221808014915
IN-2011-33414,TEC-PH-10002443,303.66,2,0.0,57.66,22.39,18.988342224856744
ID-2012-59181,OFF-AP-10002017,166.8051,3,0.17,1.9251,22.39,1.1541014033743573
US-2013-105214,FUR-BO-10002346,243.18,5,0.4,-44.62,22.39,-18.34854840036187
US-2014-146556,FUR-CH-10004011,367.2,2,0.4,-36.72,22.38,-10.0
IN-2011-52125,FUR-CH-10000110,90.3,2,0.0,38.82,22.38,42.990033222591364
IN-2012-85193,TEC-MA-10002135,261.03,1,0.0,39.15,22.38,14.998276060222965
CA-2014-118003,FUR-CH-10004860,302.94,3,0.0,18.1764,22.38,6.000000000000001
BU-2014-9200,TEC-EPS-10001129,305.37,1,0.0,85.5,22.38,27.99882110226938
EG-2014-7490,TEC-ENE-10002686,235.32,4,0.0,25.8,22.38,10.963793982661908
US-2013-135216,TEC-PH-10001264,182.304,3,0.4,-82.056,22.37,-45.01053185887309
IT-2013-3468927,OFF-AP-10001847,153.42,4,0.5,-52.26,22.37,-34.063355494720376
IN-2013-17188,TEC-CO-10003353,440.964,4,0.1,-44.196,22.37,-10.022586877840368
RS-2014-4290,FUR-DAN-10003011,121.53,1,0.0,57.09,22.37,46.976055294988896
MX-2014-163517,OFF-FA-10003799,78.0,6,0.0,37.44,22.37,48.0
IT-2011-2668777,TEC-CO-10004976,145.5,2,0.5,-128.04,22.36,-87.99999999999999
IN-2013-19428,FUR-CH-10002626,226.557,3,0.1,98.127,22.36,43.3122790291185
SU-2012-8130,TEC-CIS-10000436,138.48,1,0.0,5.52,22.36,3.9861351819757362
IR-2011-6620,FUR-ELD-10003479,214.2,4,0.0,64.2,22.36,29.97198879551821
IZ-2011-770,OFF-STA-10004885,178.8,4,0.0,33.96,22.36,18.993288590604028
ES-2013-4429605,OFF-ST-10002399,146.475,7,0.1,17.745,22.35,12.114695340501793
ES-2014-4915939,OFF-ST-10000624,462.132,4,0.1,169.332,22.35,36.6414790579315
ID-2014-30404,TEC-MA-10003486,131.274,2,0.1,-2.946,22.35,-2.2441610676904795
IN-2014-41786,FUR-FU-10001477,217.32,2,0.0,36.9,22.35,16.97956929872998
CA-2013-113845,TEC-PH-10003357,244.768,4,0.2,24.4768,22.35,10.0
SG-2011-6280,OFF-FEL-10000998,78.84,4,0.0,4.68,22.35,5.93607305936073
UP-2012-5430,FUR-DAN-10001340,124.59,1,0.0,36.12,22.35,28.991090777751023
MX-2013-166611,TEC-CO-10001037,284.37012,3,0.002,22.17012,22.35,7.7962199404072425
MX-2011-109190,OFF-ST-10002598,294.08,8,0.0,64.64,22.34,21.980413492927095
IN-2013-28325,OFF-SU-10004306,244.98,10,0.4,-147.12,22.34,-60.053881949546906
IN-2014-60840,OFF-AP-10000490,130.23,3,0.0,32.49,22.34,24.948168624740845
US-2014-125626,FUR-BO-10003463,260.352,4,0.2,-48.848,22.33,-18.762291052114062
MX-2014-154907,FUR-FU-10003694,80.352,4,0.4,-32.208,22.33,-40.08363201911588
ES-2012-2360362,OFF-AR-10003629,170.46,3,0.0,25.56,22.33,14.994720168954592
ID-2012-35276,FUR-FU-10001477,293.382,3,0.1,22.752,22.33,7.755076998588869
IN-2013-52944,OFF-BI-10002562,105.84,2,0.0,43.38,22.33,40.98639455782313
IR-2011-10,OFF-ELI-10002337,139.56,4,0.0,55.8,22.33,39.98280309544281
UP-2013-7970,OFF-ELD-10002297,395.82,2,0.0,39.54,22.33,9.989389116264968
SA-2013-3980,FUR-OFF-10001552,115.38,2,0.0,5.76,22.33,4.99219968798752
US-2011-112417,FUR-TA-10002827,296.226,3,0.7,-296.274,22.33,-100.01620384436207
MO-2011-4320,FUR-SAU-10004653,435.99,1,0.0,178.74,22.32,40.99635312736531
MX-2011-120180,OFF-AP-10004569,321.02,7,0.0,64.12,22.32,19.97383340601832
MX-2014-128055,OFF-ST-10002070,142.08,4,0.0,7.04,22.31,4.954954954954954
CA-2012-111829,OFF-PA-10004359,209.7,2,0.0,100.656,22.31,48.00000000000001
IN-2014-59363,FUR-BO-10001753,302.625,5,0.5,-36.375,22.3,-12.01982651796778
CA-2011-124478,OFF-AP-10002495,167.535,3,0.1,37.23,22.29,22.22222222222222
MX-2012-100741,TEC-PH-10004184,255.168,8,0.4,38.208,22.28,14.973664409330322
US-2013-137932,FUR-TA-10003926,515.862,3,0.7,-773.838,22.28,-150.0087232631983
CA-2013-159912,FUR-TA-10004152,241.92,4,0.4,-56.448,22.28,-23.333333333333332
CA-2011-127166,FUR-CH-10003396,107.772,2,0.3,-29.2524,22.28,-27.142857142857142
US-2014-147368,TEC-CO-10001468,380.54328,3,0.402,-52.23672,22.27,-13.726880159334307
IN-2013-34107,FUR-CH-10004082,190.17,3,0.0,68.4,22.27,35.967818267865596
IN-2011-45048,TEC-PH-10001354,262.14,2,0.0,73.38,22.27,27.992675669489586
MX-2012-109652,TEC-CO-10003135,403.34112,4,0.202,120.22112,22.27,29.806313821908365
ES-2013-3088790,OFF-AR-10002454,163.62,3,0.0,78.48,22.26,47.964796479647966
ES-2013-1001647,OFF-BI-10004801,157.77,3,0.0,37.8,22.26,23.95892755276668
CG-2012-9200,FUR-ADV-10000571,109.74,1,0.0,35.1,22.26,31.984691088026246
MX-2011-139815,TEC-PH-10003560,246.56,2,0.0,17.24,22.26,6.99221284879948
IN-2014-34569,OFF-PA-10000382,218.4,7,0.0,89.46,22.25,40.96153846153846
MX-2014-144638,TEC-AC-10004626,342.08,2,0.0,0.0,22.24,0.0
MX-2011-153024,FUR-CH-10000343,243.808,1,0.2,39.608,22.24,16.245570284814278
IN-2012-80391,OFF-AP-10004248,163.56,2,0.0,52.32,22.24,31.988261188554656
NI-2013-3460,TEC-SAM-10000765,165.456,4,0.7,-121.344,22.24,-73.33913548012765
ID-2014-43690,OFF-ST-10003411,156.1728,4,0.17,-3.7872,22.23,-2.425006147037128
SA-2014-120,OFF-IBI-10003541,205.68,4,0.0,18.48,22.23,8.98483080513419
IN-2011-38202,TEC-CO-10000786,287.847,1,0.1,28.767,22.22,9.99385089995727
SG-2013-3230,OFF-FEL-10001541,206.4,1,0.0,92.88,22.22,44.99999999999999
US-2012-141250,TEC-AC-10003159,102.624,1,0.4,-30.796,22.22,-30.00857499220455
MX-2013-122147,TEC-AC-10002357,212.64,6,0.0,84.96,22.22,39.954853273137694
ES-2013-5810502,OFF-PA-10000034,278.28,6,0.0,27.72,22.21,9.96119016817594
CA-2014-153787,OFF-AP-10001563,97.16,2,0.0,28.1764,22.2,29.000000000000004
US-2012-124604,TEC-CO-10002434,228.84264,3,0.402,-73.49736,22.2,-32.11698658956216
IS-2012-8180,TEC-APP-10004049,252.3,2,0.0,55.5,22.19,21.997621878715815
MX-2014-155173,TEC-CO-10002759,485.68668,3,0.002,8.74668,22.19,1.800889412902985
US-2014-123897,OFF-SU-10003582,81.108,9,0.4,-42.012,22.18,-51.797603195739015
ES-2011-1679370,FUR-CH-10001802,387.0,3,0.0,46.44,22.18,12.0
IT-2011-2419493,TEC-PH-10000810,73.2,2,0.5,-11.76,22.18,-16.065573770491802
IN-2012-27597,OFF-EN-10003000,332.64,9,0.0,132.84,22.18,39.93506493506494
US-2012-123218,FUR-BO-10003966,359.058,3,0.3,-71.8116,22.18,-20.0
CA-2012-154291,FUR-TA-10002041,358.58,2,0.0,39.4438,22.18,11.000000000000002
MX-2014-142874,OFF-AR-10002583,92.3,5,0.0,7.3,22.18,7.90899241603467
ES-2014-5831908,OFF-AR-10004739,161.91,3,0.0,54.99,22.17,33.9633129516398
ES-2012-3157970,TEC-AC-10004704,231.6,5,0.0,34.65,22.17,14.961139896373057
ES-2014-3290601,OFF-EN-10003547,139.32,3,0.0,13.86,22.17,9.948320413436692
ES-2014-1480923,TEC-MA-10000473,200.016,4,0.4,6.576,22.17,3.287736981041517
IN-2011-12526,TEC-PH-10001884,239.112,4,0.1,-16.008,22.17,-6.694770651410217
IN-2012-72600,FUR-BO-10002510,455.868,3,0.1,45.558,22.17,9.993682381742083
CA-2013-165169,OFF-ST-10001496,360.38,2,0.0,93.6988,22.17,26.0
ES-2014-3632460,FUR-CH-10001037,504.711,9,0.1,67.041,22.16,13.28304712994169
IT-2011-1027688,TEC-CO-10004558,380.7,6,0.5,-335.16,22.16,-88.03782505910166
ES-2012-3239309,FUR-FU-10000368,149.898,2,0.3,23.538,22.16,15.702677820918225
ES-2014-1314291,OFF-ST-10004367,277.56,5,0.1,61.56,22.16,22.178988326848252
CA-2011-127964,OFF-BI-10004593,125.76,3,0.2,40.872,22.16,32.5
CA-2014-163160,OFF-PA-10003127,63.312,3,0.2,20.5764,22.16,32.5
NI-2013-4130,TEC-APP-10000308,190.863,1,0.7,-267.237,22.16,-140.0150893572877
MX-2013-147242,FUR-BO-10004504,225.6,2,0.0,42.84,22.15,18.98936170212766
ES-2011-5952460,OFF-BI-10000346,89.73,3,0.0,35.82,22.15,39.9197592778335
ID-2014-20569,OFF-SU-10004462,109.674,6,0.1,-7.326,22.15,-6.679796487772853
CA-2013-109365,OFF-PA-10004359,314.55,3,0.0,150.984,22.15,48.00000000000001
KE-2013-5450,OFF-ACM-10001029,69.0,2,0.0,15.84,22.15,22.956521739130434
RO-2014-4460,TEC-OKI-10003868,268.5,1,0.0,72.48,22.15,26.994413407821234
LY-2013-2490,OFF-BIN-10001715,103.26,2,0.0,17.52,22.15,16.966879721092386
MX-2012-117429,OFF-ST-10004800,93.12,8,0.0,20.48,22.14,21.993127147766323
IN-2013-44404,TEC-CO-10004981,1171.53,5,0.1,195.18,22.14,16.66026478195181
CA-2014-162481,FUR-CH-10003061,269.97,3,0.0,51.2943,22.14,18.999999999999996
MX-2011-140886,OFF-PA-10004027,119.68,4,0.0,55.04,22.14,45.98930481283422
MX-2013-132395,OFF-EN-10004580,203.88,6,0.0,18.24,22.14,8.94643908181283
ES-2014-5943694,OFF-ST-10002340,104.976,2,0.1,39.636,22.13,37.757201646090536
IN-2014-85823,OFF-SU-10001512,99.42,2,0.0,31.8,22.13,31.985515992757996
CA-2013-166772,FUR-BO-10002853,163.88,2,0.0,40.97,22.13,25.0
MX-2013-121748,OFF-BI-10003022,76.8,4,0.0,23.04,22.13,30.0
IT-2013-1083916,FUR-FU-10004137,105.3,6,0.0,5.22,22.12,4.957264957264957
IN-2012-18434,OFF-BI-10004589,97.68,2,0.0,13.62,22.12,13.94348894348894
IN-2013-37803,FUR-CH-10004163,152.496,2,0.1,16.896,22.12,11.07963487566887
IN-2012-14724,TEC-PH-10001614,1214.22,7,0.0,339.78,22.12,27.983396748529916
IN-2011-19295,OFF-ST-10003206,261.468,6,0.1,107.388,22.12,41.07118270687044
MX-2014-113369,FUR-CH-10001647,259.248,4,0.4,-129.632,22.12,-50.0030858482997
MX-2014-122959,OFF-ST-10002251,113.82,3,0.0,56.88,22.11,49.9736425935688
IT-2013-3913129,OFF-ST-10003785,356.238,3,0.4,-178.182,22.11,-50.01768480622505
ES-2012-5752326,OFF-BI-10002289,77.4,5,0.0,21.6,22.11,27.906976744186046
US-2013-169369,TEC-AC-10001314,249.95,5,0.0,19.996,22.11,8.0
IZ-2014-3450,FUR-HON-10003593,167.82,2,0.0,30.18,22.11,17.983553807651056
WA-2012-7900,OFF-BIC-10003841,227.52,4,0.0,2.16,22.11,0.949367088607595
US-2011-130379,OFF-AR-10001850,289.968,14,0.4,-164.472,22.11,-56.720741599073
US-2014-147501,FUR-CH-10001130,145.896,2,0.4,-65.664,22.11,-45.0074025333114
MX-2014-148530,OFF-AP-10002439,135.48,3,0.0,17.58,22.11,12.976085031000887
ES-2013-5414306,TEC-MA-10002195,228.36,2,0.0,114.18,22.1,50.0
ES-2014-3986128,TEC-CO-10000119,602.76,2,0.0,0.0,22.1,0.0
ES-2012-2123999,TEC-CO-10003807,422.586,4,0.15,94.386,22.1,22.335335292697817
ES-2011-3897276,TEC-MA-10003185,234.36,3,0.0,35.1,22.1,14.976958525345621
IN-2013-83688,FUR-CH-10004441,188.04,4,0.0,65.76,22.1,34.971282705807276
US-2013-122245,FUR-TA-10002356,393.165,3,0.5,-204.4458,22.1,-51.99999999999999
CA-2013-108882,TEC-AC-10000420,349.95,5,0.0,118.983,22.1,34.0
US-2014-103814,OFF-PA-10001019,143.856,9,0.2,48.5514,22.1,33.75
CA-2013-142405,TEC-AC-10003095,389.97,3,0.0,132.5898,22.1,34.0
CA-2011-156244,OFF-AP-10002403,211.248,6,0.2,15.8436,22.1,7.500000000000001
CA-2013-129280,OFF-ST-10002554,195.64,5,0.2,-44.019,22.1,-22.5
SF-2014-3260,TEC-BRO-10003986,144.33,1,0.0,44.73,22.1,30.991477863230095
IT-2014-3715679,TEC-MA-10001197,107.505,3,0.5,-19.395,22.09,-18.041021347844286
ES-2013-3297532,FUR-CH-10000423,288.9,5,0.0,63.45,22.09,21.962616822429908
IN-2011-49234,TEC-AC-10003861,243.81,3,0.0,26.73,22.09,10.96345514950166
CA-2013-133669,TEC-PH-10001305,235.152,8,0.4,-47.0304,22.09,-20.0
MX-2013-103975,FUR-CH-10001490,245.44,1,0.2,70.56,22.08,28.748370273794006
ES-2013-2905051,OFF-PA-10001497,122.04,4,0.0,1.2,22.08,0.983284169124877
ID-2012-43921,TEC-PH-10003491,662.4396,12,0.17,-71.9604,22.08,-10.862937541777393
ID-2013-78144,FUR-CH-10001895,156.654,3,0.1,69.624,22.08,44.44444444444444
CA-2013-157217,TEC-AC-10003095,389.97,3,0.0,132.5898,22.08,34.0
US-2013-117772,FUR-CH-10003514,995.6,10,0.0,219.0,22.07,21.996785857774206
IT-2011-2011704,OFF-BI-10002894,151.02,3,0.0,9.0,22.07,5.959475566150179
ES-2013-3149063,OFF-AR-10004492,268.5,5,0.0,21.45,22.07,7.988826815642458
CA-2013-146934,TEC-PH-10004614,345.0,5,0.0,86.25,22.07,25.0
IN-2011-24727,OFF-ST-10000220,125.22,2,0.0,22.5,22.06,17.96837565884044
ID-2014-51873,TEC-CO-10001626,263.73,2,0.5,-179.37,22.06,-68.01274030258219
CA-2014-138149,TEC-AC-10001284,62.31,3,0.0,22.4316,22.06,36.0
TU-2013-510,TEC-MEM-10003302,74.736,4,0.6,-82.224,22.06,-110.01926782273603
AG-2011-8180,OFF-ADV-10004598,53.52,4,0.0,12.84,22.06,23.991031390134527
US-2011-115077,FUR-TA-10002433,443.43,5,0.7,-857.37,22.05,-193.34957039442526
ES-2012-3675354,FUR-CH-10004592,318.888,3,0.2,35.838,22.05,11.23842853917363
IT-2013-3257215,TEC-AC-10002738,290.775,5,0.5,-116.325,22.05,-40.00515862780501
IN-2014-66349,TEC-MA-10004423,364.2975,3,0.25,67.9275,22.05,18.646161447717866
MO-2013-5960,OFF-ACC-10004692,182.88,6,0.0,16.38,22.05,8.956692913385826
SU-2014-8900,TEC-MEM-10004782,414.9,6,0.0,8.28,22.05,1.9956616052060738
ES-2011-4915337,OFF-ST-10004695,494.316,6,0.4,-0.144,22.04,-0.029131163061685235
ES-2014-3553145,OFF-ST-10000648,230.202,2,0.1,5.082,22.04,2.20762634555738
ID-2012-21787,TEC-MA-10002226,117.18,2,0.25,-17.22,22.04,-14.695340501792112
IN-2013-34471,TEC-PH-10001321,279.54,2,0.0,58.68,22.04,20.991629104958143
IN-2014-84948,OFF-EN-10000826,383.46,14,0.0,114.66,22.04,29.901423877327492
MX-2013-147879,OFF-PA-10004600,179.88,6,0.0,61.08,22.03,33.95597064709806
CA-2014-108070,OFF-ST-10004804,205.92,4,0.0,2.0592,22.03,1.0000000000000002
CA-2013-148852,TEC-MA-10002428,371.976,3,0.2,116.2425,22.03,31.25
MX-2011-140809,FUR-CH-10001647,540.1,5,0.0,54.0,22.03,9.998148491020181
MX-2011-135552,OFF-AP-10001941,132.8,2,0.0,9.28,22.02,6.987951807228915
ES-2012-5168556,OFF-BI-10000972,90.36,3,0.0,17.1,22.02,18.924302788844624
IN-2013-11168,TEC-PH-10004655,418.818,4,0.17,40.338,22.02,9.63139120095125
IN-2014-36431,TEC-PH-10001640,365.25,5,0.0,149.7,22.02,40.98562628336755
ID-2014-85949,TEC-PH-10003078,166.176,2,0.4,2.736,22.02,1.6464471403812828
CA-2014-145765,TEC-PH-10001305,195.96,5,0.2,19.596,22.02,10.0
IZ-2014-8590,FUR-SAU-10000637,387.09,1,0.0,127.71,22.02,32.992327365728904
US-2012-156860,TEC-CO-10003931,338.47968,2,0.202,-85.68032,22.01,-25.31328320802005
MX-2014-143693,TEC-PH-10001298,172.44,6,0.4,-94.92,22.01,-55.045233124565065
ES-2014-5887865,TEC-PH-10004152,146.7,2,0.0,20.52,22.01,13.987730061349692
IT-2012-2637730,OFF-ST-10000922,571.32,5,0.1,-50.88,22.01,-8.905692081495484
IN-2012-29977,TEC-PH-10002154,448.65,5,0.0,107.55,22.01,23.971915747241727
IN-2013-39231,TEC-MA-10002340,217.188,2,0.1,57.888,22.01,26.65340626553953
CA-2014-166093,OFF-BI-10004230,221.056,8,0.2,77.3696,22.01,35.0
CA-2012-164084,FUR-TA-10003569,481.176,2,0.4,-120.294,22.01,-25.0
MX-2013-144141,TEC-AC-10001055,152.88,4,0.0,0.0,22.01,0.0
IN-2011-54533,OFF-SU-10001407,263.52,6,0.0,60.48,22.0,22.950819672131146
IN-2013-42465,OFF-LA-10002630,75.384,8,0.1,4.104,22.0,5.444126074498568
ID-2013-83226,TEC-CO-10002538,231.516,2,0.4,-69.504,22.0,-30.021251231016432
CA-2012-119690,FUR-FU-10004587,75.384,9,0.6,-20.7306,22.0,-27.499999999999996
SL-2012-7850,OFF-ROG-10000566,246.84,4,0.0,17.16,22.0,6.951871657754011
IR-2014-7590,TEC-MOT-10003050,642.78,1,0.0,44.97,22.0,6.996172874078223
MX-2014-165771,OFF-SU-10003137,65.68,4,0.0,15.04,21.99,22.898903775883067
ES-2012-2700213,OFF-EN-10004296,286.65,7,0.0,111.72,21.99,38.97435897435898
ES-2014-4393845,OFF-EN-10002465,81.96,4,0.0,32.76,21.99,39.97071742313324
ES-2013-4706438,TEC-PH-10000705,129.387,2,0.15,9.087,21.99,7.02311669642236
ES-2014-4594141,TEC-MA-10000110,372.6,5,0.0,29.7,21.99,7.971014492753622
IN-2012-35850,OFF-AR-10001278,95.256,7,0.1,31.626,21.99,33.2010582010582
ID-2012-67707,OFF-ST-10004703,154.38,8,0.17,5.58,21.99,3.614457831325301
IN-2014-47505,TEC-AC-10003889,162.0,4,0.0,38.88,21.99,24.000000000000004
CA-2012-137302,TEC-PH-10003174,311.976,3,0.2,38.997,21.99,12.5
CA-2013-126102,OFF-BI-10004318,276.784,2,0.2,89.9548,21.99,32.5
MX-2011-128356,OFF-AR-10002335,138.08,4,0.0,2.72,21.99,1.9698725376593278
IT-2013-3253363,TEC-PH-10001732,339.36,4,0.5,-217.2,21.98,-64.002828854314
ES-2012-3876991,TEC-PH-10002312,150.147,1,0.1,-11.703,21.98,-7.79436152570481
IT-2011-5643162,FUR-FU-10004095,169.92,3,0.5,-81.63,21.98,-48.04025423728814
ES-2014-4070239,FUR-BO-10003559,268.812,2,0.1,83.592,21.98,31.096826034552027
ID-2013-54344,TEC-AC-10002533,286.5,5,0.5,-194.85,21.98,-68.01047120418848
EG-2012-40,TEC-EPS-10000689,169.95,1,0.0,23.79,21.98,13.998234774933804
MX-2013-160472,TEC-PH-10000990,202.44,2,0.0,60.72,21.98,29.99407231772377
IN-2014-35507,OFF-FA-10000746,78.12,6,0.0,5.4,21.97,6.912442396313365
IN-2011-27968,TEC-CO-10002283,492.3261,3,0.37,-7.8939,21.97,-1.603388485802398
IN-2013-70283,OFF-BI-10000328,151.65,3,0.0,53.01,21.97,34.95548961424333
ID-2013-83730,FUR-CH-10003948,218.844,2,0.4,-21.936,21.97,-10.02357843943631
CA-2011-144666,OFF-PA-10001509,62.65,7,0.0,28.819,21.97,46.0
US-2011-159926,TEC-PH-10001128,539.964,6,0.4,-107.9928,21.97,-20.0
IZ-2011-5300,OFF-ELD-10002207,136.08,8,0.0,63.84,21.97,46.913580246913575
NI-2013-7610,FUR-OFF-10001132,211.716,4,0.7,-423.444,21.97,-200.0056679702998
ES-2014-1839297,OFF-EN-10003933,202.23,7,0.0,16.17,21.96,7.995846313603325
IN-2011-56878,FUR-BO-10000210,1356.8328,4,0.07,335.5128,21.96,24.7276451453709
CA-2013-137337,FUR-FU-10003347,113.6,8,0.0,44.304,21.96,39.0
US-2014-127579,FUR-CH-10002547,110.052,3,0.4,-53.208,21.95,-48.3480536473667
IN-2013-69387,OFF-FA-10003050,104.733,9,0.1,-5.967,21.95,-5.697344676463005
CA-2014-168123,OFF-BI-10001071,127.96,2,0.0,62.7004,21.95,49.00000000000001
US-2014-105998,TEC-AC-10004469,199.75,5,0.0,87.89,21.95,44.0
MX-2014-145527,OFF-ST-10001326,109.38,3,0.0,28.38,21.94,25.946242457487656
IT-2011-3513943,FUR-BO-10000684,397.71,3,0.1,-13.32,21.93,-3.3491740212717813
IN-2013-60812,OFF-EN-10002757,128.304,3,0.1,5.634,21.93,4.391133557800225
IN-2013-44796,TEC-PH-10000896,151.92,1,0.0,51.63,21.93,33.984992101105846
BU-2014-7540,FUR-HAR-10000334,360.24,2,0.0,126.06,21.93,34.993337774816794
CA-2011-121006,FUR-CH-10004997,563.94,3,0.0,112.788,21.92,20.0
KZ-2011-5490,FUR-SAU-10004137,58.374,1,0.7,-64.236,21.92,-110.04214204954262
MX-2014-142643,TEC-MA-10003625,414.0,2,0.0,45.52,21.91,10.995169082125605
MD-2012-9980,FUR-ADV-10001440,270.18,6,0.0,56.7,21.91,20.98600932711526
ES-2013-5716863,TEC-MA-10000161,312.0435,3,0.15,51.3135,21.9,16.444341894639688
ES-2014-2434348,OFF-BI-10000538,202.2,4,0.0,22.2,21.9,10.979228486646884
CA-2014-147403,OFF-PA-10003302,85.056,3,0.2,28.7064,21.9,33.75
CA-2013-162390,OFF-BI-10001721,222.352,13,0.2,77.8232,21.9,35.0
EG-2013-8420,OFF-WIL-10002772,176.94,6,0.0,37.08,21.9,20.956256358087487
MZ-2014-6900,TEC-SAM-10001985,912.6,12,0.0,428.76,21.9,46.98224852071006
LI-2011-9980,TEC-BEL-10000485,115.5,2,0.0,49.62,21.9,42.96103896103896
MX-2012-155285,OFF-EN-10000940,175.68,6,0.0,5.16,21.9,2.9371584699453552
MX-2012-101462,TEC-AC-10003851,95.12,2,0.0,21.84,21.89,22.960470984020183
IN-2012-22900,OFF-SU-10004696,257.7,5,0.0,25.65,21.89,9.953434225844005
CA-2013-159695,OFF-ST-10003442,158.368,7,0.2,13.8572,21.89,8.75
MX-2013-164630,FUR-FU-10003384,141.44,4,0.0,67.84,21.89,47.963800904977376
ES-2014-5666077,TEC-PH-10004910,248.184,2,0.1,104.784,21.88,42.22028817329079
IN-2012-76408,OFF-LA-10003338,130.41,14,0.1,28.77,21.88,22.06119162640902
US-2012-168347,OFF-AR-10000833,129.76,4,0.0,60.96,21.87,46.9790382244143
US-2012-115196,OFF-ST-10004017,359.04,11,0.0,172.26,21.87,47.97794117647059
CA-2012-134943,OFF-BI-10000666,152.8,5,0.0,76.4,21.87,50.0
JO-2013-9000,TEC-SAN-10002477,158.16,4,0.0,72.72,21.87,45.97875569044006
US-2014-109995,FUR-FU-10003273,132.048,3,0.4,-55.032,21.87,-41.675754271174114
EG-2014-3590,OFF-BRE-10004933,77.46,1,0.0,3.09,21.86,3.989155693261038
MX-2011-162789,OFF-ST-10002561,281.34,3,0.0,11.22,21.85,3.98805715504372
ES-2012-3804736,TEC-AC-10003172,316.47,7,0.0,94.92,21.85,29.99336429993364
ES-2012-3798841,OFF-AR-10001291,207.12,4,0.0,76.56,21.85,36.9640787949015
IT-2012-5084286,OFF-AR-10001002,249.6,5,0.0,82.35,21.85,32.99278846153846
IN-2013-15396,FUR-CH-10000117,478.8,6,0.0,86.04,21.85,17.969924812030076
CA-2013-106558,TEC-AC-10001142,316.0,4,0.0,31.6,21.85,10.0
CA-2013-136126,OFF-SU-10000898,69.5,5,0.0,20.155,21.85,29.000000000000004
NI-2014-1150,FUR-BUS-10001243,248.418,2,0.7,-173.922,21.85,-70.01183489119146
US-2013-136966,FUR-BO-10004075,313.92,4,0.4,-204.08,21.85,-65.01019367991844
ES-2014-5241576,OFF-ST-10003995,230.256,2,0.1,20.436,21.84,8.875338753387533
IN-2014-75603,TEC-AC-10002255,276.6,4,0.0,105.0,21.84,37.960954446854664
IN-2013-65901,TEC-AC-10000887,112.104,3,0.1,13.644,21.84,12.170841361592807
CA-2012-150791,FUR-CH-10000665,271.764,2,0.1,60.392,21.84,22.222222222222225
UP-2011-680,OFF-ELD-10001694,767.52,6,0.0,138.06,21.84,17.98780487804878
MX-2013-128671,TEC-AC-10003615,171.9,1,0.0,53.28,21.83,30.99476439790576
ES-2011-4237527,OFF-AR-10000399,157.95,3,0.0,69.48,21.83,43.988603988604
IN-2014-32665,OFF-ST-10001357,197.94,2,0.5,-126.72,21.83,-64.01939981812671
DJ-2011-470,OFF-STA-10002654,198.24,8,0.0,63.36,21.83,31.961259079903147
MX-2012-103037,FUR-BO-10001369,195.76,2,0.0,46.96,21.82,23.98855741724561
CA-2012-157959,FUR-FU-10004093,136.92,4,0.0,41.076,21.82,30.000000000000004
IN-2013-44992,FUR-FU-10001447,75.744,3,0.2,-11.376,21.81,-15.019011406844104
CA-2011-161508,FUR-CH-10002126,512.358,3,0.3,-14.6388,21.81,-2.857142857142857
IN-2014-31902,FUR-CH-10002468,266.22,2,0.0,69.18,21.8,25.986026594545862
ID-2014-57368,TEC-PH-10004402,309.54,7,0.5,-49.56,21.8,-16.010854816824967
MD-2011-4910,TEC-PAN-10000979,241.8,2,0.0,62.82,21.8,25.98014888337469
IS-2012-8180,TEC-SHA-10001103,478.08,2,0.0,62.1,21.8,12.989457831325302
ES-2014-5347900,OFF-AR-10001482,67.41,6,0.5,-67.41,21.79,-100.0
IT-2014-1918237,TEC-CO-10004034,1076.406,4,0.15,-38.034,21.79,-3.533425120261314
IT-2011-4752666,TEC-PH-10001432,262.764,2,0.1,102.144,21.79,38.87290496415034
